,name,source,answer,answer_filename
134,Claude-Monet-The-Water-Lily-Pond-Pink-Harmony-S,level_assets/Claude-Monet-The-Water-Lily-Pond-Pink-Harmony-S,1,aaaaa_Claude-Monet-The-Water-Lily-Pond-Pink-Harmony-S.jpg
135,Claude-Monet-Track-Coming-out-of-Saint-Lazare-Station-S,level_assets/Claude-Monet-Track-Coming-out-of-Saint-Lazare-Station-S,1,aaaaa_Claude-Monet-Track-Coming-out-of-Saint-Lazare-Station-S.jpg
136,Claude-Monet-Water-Lilies-70--S,level_assets/Claude-Monet-Water-Lilies-70--S,1,aaaaa_Claude-Monet-Water-Lilies-70--S.jpg
137,Claude-Monet-Water-Lilies-S,level_assets/Claude-Monet-Water-Lilies-S,1,aaaaa_Claude-Monet-Water-Lilies-S.jpg
138,Claude-Monet-Water-Lily-Pond-4--S,level_assets/Claude-Monet-Water-Lily-Pond-4--S,1,aaaaa_Claude-Monet-Water-Lily-Pond-4--S.jpg
139,Claude-Monet-Wild-Poppies-near-Argenteuil-S,level_assets/Claude-Monet-Wild-Poppies-near-Argenteuil-S,1,aaaaa_Claude-Monet-Wild-Poppies-near-Argenteuil-S.jpg
140,Claude-Monet-Woman-in-a-Garden-S,level_assets/Claude-Monet-Woman-in-a-Garden-S,1,aaaaa_Claude-Monet-Woman-in-a-Garden-S.jpg
141,Claude-Monet-Woman-with-a-Parasol-in-the-Garden-in-Argenteui,level_assets/Claude-Monet-Woman-with-a-Parasol-in-the-Garden-in-Argenteui,1,aaaaa_Claude-Monet-Woman-with-a-Parasol-in-the-Garden-in-Argenteui.jpg
142,ClaudeMonet-poplars(1891)-S,level_assets/ClaudeMonet-poplars(1891)-S,1,aaaaa_ClaudeMonet-poplars(1891)-S.jpg
143,Correggio-Leda-with-the-Swan-2--S,level_assets/Correggio-Leda-with-the-Swan-2--S,1,aaaaa_Correggio-Leda-with-the-Swan-2--S.jpg
144,David-Hockney-A-bigger-splash-S,level_assets/David-Hockney-A-bigger-splash-S,1,aaaaa_David-Hockney-A-bigger-splash-S.jpg
145,David-Hockney-Pool-2-figures-S,level_assets/David-Hockney-Pool-2-figures-S,1,aaaaa_David-Hockney-Pool-2-figures-S.jpg
146,Denis-Maurice-Three-Muses-S,level_assets/Denis-Maurice-Three-Muses-S,1,aaaaa_Denis-Maurice-Three-Muses-S.jpg
147,Diego-Rodriguez-De-Silva-Y-Velazquez-Las-Meninas-detail-3--S,level_assets/Diego-Rodriguez-De-Silva-Y-Velazquez-Las-Meninas-detail-3--S,1,aaaaa_Diego-Rodriguez-De-Silva-Y-Velazquez-Las-Meninas-detail-3--S.jpg
148,Diego-Rodriguez-De-Silva-Y-Velazquez-The-Surrender-of-Breda-,level_assets/Diego-Rodriguez-De-Silva-Y-Velazquez-The-Surrender-of-Breda-,1,aaaaa_Diego-Rodriguez-De-Silva-Y-Velazquez-The-Surrender-of-Breda-.jpg
149,Diego-Velazquez-Las-Meninas-The-Maids-of-Honor-or-the-Royal-,level_assets/Diego-Velazquez-Las-Meninas-The-Maids-of-Honor-or-the-Royal-,1,aaaaa_Diego-Velazquez-Las-Meninas-The-Maids-of-Honor-or-the-Royal-.jpg
150,Diego-Velazquez-Prince-Balthasar-Carlos-S,level_assets/Diego-Velazquez-Prince-Balthasar-Carlos-S,1,aaaaa_Diego-Velazquez-Prince-Balthasar-Carlos-S.jpg
151,Diego-Velazquez-The-Fable-of-Arachne-Las-Hilanderas--S,level_assets/Diego-Velazquez-The-Fable-of-Arachne-Las-Hilanderas--S,1,aaaaa_Diego-Velazquez-The-Fable-of-Arachne-Las-Hilanderas--S.jpg
152,Domenico-Campagnola-Massacre-of-the-Innocents-S,level_assets/Domenico-Campagnola-Massacre-of-the-Innocents-S,1,aaaaa_Domenico-Campagnola-Massacre-of-the-Innocents-S.jpg
153,Duccio-Di-Buoninsegna-Maest-front-central-panel--S,level_assets/Duccio-Di-Buoninsegna-Maest-front-central-panel--S,1,aaaaa_Duccio-Di-Buoninsegna-Maest-front-central-panel--S.jpg
154,Edgar-Degas-Dancer-with-a-bouquet-of-flowers-The-Star-of-the,level_assets/Edgar-Degas-Dancer-with-a-bouquet-of-flowers-The-Star-of-the,1,aaaaa_Edgar-Degas-Dancer-with-a-bouquet-of-flowers-The-Star-of-the.jpg
155,Edgar-Degas-Dancers-at-the-Barre-1-S,level_assets/Edgar-Degas-Dancers-at-the-Barre-1-S,1,aaaaa_Edgar-Degas-Dancers-at-the-Barre-1-S.jpg
156,Edgar-Degas-Dancers-in-Pink-S,level_assets/Edgar-Degas-Dancers-in-Pink-S,1,aaaaa_Edgar-Degas-Dancers-in-Pink-S.jpg
157,Edgar-Degas-Miss-Lola-au-Cirque-Fernando-NG-L-S,level_assets/Edgar-Degas-Miss-Lola-au-Cirque-Fernando-NG-L-S,1,aaaaa_Edgar-Degas-Miss-Lola-au-Cirque-Fernando-NG-L-S.jpg
158,Edgar-Degas-Nurse-S,level_assets/Edgar-Degas-Nurse-S,1,aaaaa_Edgar-Degas-Nurse-S.jpg
159,Edgar-Degas-The-Absinthe-Drinker-S,level_assets/Edgar-Degas-The-Absinthe-Drinker-S,1,aaaaa_Edgar-Degas-The-Absinthe-Drinker-S.jpg
160,Edgar-Degas-The-Cafe-Concert-The-Song-of-the-Dog--S,level_assets/Edgar-Degas-The-Cafe-Concert-The-Song-of-the-Dog--S,1,aaaaa_Edgar-Degas-The-Cafe-Concert-The-Song-of-the-Dog--S.jpg
161,Edgar-Degas-The-Dance-Class-3--S,level_assets/Edgar-Degas-The-Dance-Class-3--S,1,aaaaa_Edgar-Degas-The-Dance-Class-3--S.jpg
162,Edgar-Degas-The-Dance-Class-S,level_assets/Edgar-Degas-The-Dance-Class-S,1,aaaaa_Edgar-Degas-The-Dance-Class-S+002.jpg
163,Edgar-Degas-The-Dance-Class-S+002,level_assets/Edgar-Degas-The-Dance-Class-S+002,1,aaaaa_Edgar-Degas-The-Dance-Class-S.jpg
164,Edgar-Degas-The-Tub-1-S,level_assets/Edgar-Degas-The-Tub-1-S,1,aaaaa_Edgar-Degas-The-Tub-1-S.jpg
165,Edgar-Degas-Woman-washing-in-the-bath-S,level_assets/Edgar-Degas-Woman-washing-in-the-bath-S,1,aaaaa_Edgar-Degas-Woman-washing-in-the-bath-S.jpg
166,Edouard-Manet-A-Bar-at-the-Folies-Bergere-S,level_assets/Edouard-Manet-A-Bar-at-the-Folies-Bergere-S,1,aaaaa_Edouard-Manet-A-Bar-at-the-Folies-Bergere-S.jpg
167,Edouard-Manet-Berthe-Morisot-with-a-bouquet-of-violets-S,level_assets/Edouard-Manet-Berthe-Morisot-with-a-bouquet-of-violets-S,1,aaaaa_Edouard-Manet-Berthe-Morisot-with-a-bouquet-of-violets-S.jpg
168,Edouard-Manet-Boating-Metropolitan-Museum-of-Art-New-York-S,level_assets/Edouard-Manet-Boating-Metropolitan-Museum-of-Art-New-York-S,1,aaaaa_Edouard-Manet-Boating-Metropolitan-Museum-of-Art-New-York-S.jpg
169,Edouard-Manet-Isabelle-Lemonier-Woman-with-golden-hairpin-S,level_assets/Edouard-Manet-Isabelle-Lemonier-Woman-with-golden-hairpin-S,1,aaaaa_Edouard-Manet-Isabelle-Lemonier-Woman-with-golden-hairpin-S.jpg
170,Edouard-Manet-Luncheon-on-the-Grass-S,level_assets/Edouard-Manet-Luncheon-on-the-Grass-S,1,aaaaa_Edouard-Manet-Luncheon-on-the-Grass-S.jpg
171,Edouard-Manet-Music-in-the-Tuileries-Garden-S,level_assets/Edouard-Manet-Music-in-the-Tuileries-Garden-S,1,aaaaa_Edouard-Manet-Music-in-the-Tuileries-Garden-S.jpg
172,Edouard-Manet-Nana-S,level_assets/Edouard-Manet-Nana-S,1,aaaaa_Edouard-Manet-Nana-S.jpg
173,Edouard-Manet-Olympia-S,level_assets/Edouard-Manet-Olympia-S,1,aaaaa_Edouard-Manet-Olympia-S.jpg
174,Edouard-Manet-Rue-Mosnier-with-Flags-J+-Paul-Getty-Museum-Ma,level_assets/Edouard-Manet-Rue-Mosnier-with-Flags-J+-Paul-Getty-Museum-Ma,1,aaaaa_Edouard-Manet-Rue-Mosnier-with-Flags-J+-Paul-Getty-Museum-Ma.jpg
175,Edouard-Manet-Spring-Study-of-Jeanne-Demarsy--S,level_assets/Edouard-Manet-Spring-Study-of-Jeanne-Demarsy--S,1,aaaaa_Edouard-Manet-Spring-Study-of-Jeanne-Demarsy--S.jpg
176,Edouard-Manet-The-Absinthe-Drinker-S,level_assets/Edouard-Manet-The-Absinthe-Drinker-S,1,aaaaa_Edouard-Manet-The-Absinthe-Drinker-S.jpg
177,Edouard-Manet-The-Execution-of-the-Emperor-Maximilian-of-Mex,level_assets/Edouard-Manet-The-Execution-of-the-Emperor-Maximilian-of-Mex,1,aaaaa_Edouard-Manet-The-Execution-of-the-Emperor-Maximilian-of-Mex.jpg
178,EdouardManet-Olympia+Museed+Orsay+Paris(131x190CM)(1863)-S,level_assets/EdouardManet-Olympia+Museed+Orsay+Paris(131x190CM)(1863)-S,1,aaaaa_EdouardManet-Olympia+Museed+Orsay+Paris(131x190CM)(1863)-S.jpg
179,EdouardManet-Theabsinthedrinker+nycarlsbergglyptotek+co(1859,level_assets/EdouardManet-Theabsinthedrinker+nycarlsbergglyptotek+co(1859,1,aaaaa_EdouardManet-Theabsinthedrinker+nycarlsbergglyptotek+co(1859.jpg
180,Edvard+Munch-Kiss-S,level_assets/Edvard+Munch-Kiss-S,1,aaaaa_Edvard+Munch-Kiss-S.jpg
181,Edvard-Munch-Ashes-S,level_assets/Edvard-Munch-Ashes-S,1,aaaaa_Edvard-Munch-Ashes-S.jpg
182,Edvard-Munch-Christmas-in-the-Brothel-S,level_assets/Edvard-Munch-Christmas-in-the-Brothel-S,1,aaaaa_Edvard-Munch-Christmas-in-the-Brothel-S.jpg
183,Edvard-Munch-Jealousy-S,level_assets/Edvard-Munch-Jealousy-S,1,aaaaa_Edvard-Munch-Jealousy-S.jpg
184,Edvard-Munch-Madonna-S,level_assets/Edvard-Munch-Madonna-S,1,aaaaa_Edvard-Munch-Madonna-S.jpg
185,Edvard-Munch-Melancholy-S,level_assets/Edvard-Munch-Melancholy-S,1,aaaaa_Edvard-Munch-Melancholy-S.jpg
186,Edvard-Munch-Near-the-bed-of-death-fever-1915--S,level_assets/Edvard-Munch-Near-the-bed-of-death-fever-1915--S,1,aaaaa_Edvard-Munch-Near-the-bed-of-death-fever-1915--S.jpg
187,Edvard-Munch-The-Dance-of-Life-1899-1900--S,level_assets/Edvard-Munch-The-Dance-of-Life-1899-1900--S,1,aaaaa_Edvard-Munch-The-Dance-of-Life-1899-1900--S.jpg
188,Edvard-Munch-The-Day-After-S,level_assets/Edvard-Munch-The-Day-After-S,1,aaaaa_Edvard-Munch-The-Day-After-S.jpg
189,Edvard-Munch-The-Scream-S,level_assets/Edvard-Munch-The-Scream-S,1,aaaaa_Edvard-Munch-The-Scream-S+002.jpg
190,Edvard-Munch-The-Scream-S+002,level_assets/Edvard-Munch-The-Scream-S+002,1,aaaaa_Edvard-Munch-The-Scream-S.jpg
191,Edward+Hopper-Nighthawks+The+Art+Institute+of+Chicago+Chica-,level_assets/Edward+Hopper-Nighthawks+The+Art+Institute+of+Chicago+Chica-,1,aaaaa_Edward+Hopper-Nighthawks+The+Art+Institute+of+Chicago+Chica-.jpg
192,Edward-Hopper-Cape-Cod-Morning-S,level_assets/Edward-Hopper-Cape-Cod-Morning-S,1,aaaaa_Edward-Hopper-Cape-Cod-Morning-S.jpg
193,Edward-Hopper-Office-at-Night-S,level_assets/Edward-Hopper-Office-at-Night-S,1,aaaaa_Edward-Hopper-Office-at-Night-S.jpg
194,Edward-Hopper-People-in-the-Sun-S,level_assets/Edward-Hopper-People-in-the-Sun-S,1,aaaaa_Edward-Hopper-People-in-the-Sun-S.jpg
195,Edward-Hopper-Rooms-for-Tourists-S,level_assets/Edward-Hopper-Rooms-for-Tourists-S,1,aaaaa_Edward-Hopper-Rooms-for-Tourists-S.jpg
196,Edward-Hopper-Summertime-S,level_assets/Edward-Hopper-Summertime-S,1,aaaaa_Edward-Hopper-Summertime-S.jpg
197,Edward-Hopper-Sunday-S,level_assets/Edward-Hopper-Sunday-S,1,aaaaa_Edward-Hopper-Sunday-S.jpg
198,Edward-Hopper-Sunlight-in-a-Cafeteria-S,level_assets/Edward-Hopper-Sunlight-in-a-Cafeteria-S,1,aaaaa_Edward-Hopper-Sunlight-in-a-Cafeteria-S.jpg
199,Edward-Ruscha-Standard-station-S,level_assets/Edward-Ruscha-Standard-station-S,1,aaaaa_Edward-Ruscha-Standard-station-S.jpg
200,Edwin-Lord-Weeks-An-Indian-Hunting-Party-S,level_assets/Edwin-Lord-Weeks-An-Indian-Hunting-Party-S,1,aaaaa_Edwin-Lord-Weeks-An-Indian-Hunting-Party-S.jpg
201,Egon-Schiele-Death-and-the-Maiden-S,level_assets/Egon-Schiele-Death-and-the-Maiden-S,1,aaaaa_Egon-Schiele-Death-and-the-Maiden-S.jpg
202,Egon-Schiele-Mother-with-Two-Children-S,level_assets/Egon-Schiele-Mother-with-Two-Children-S,1,aaaaa_Egon-Schiele-Mother-with-Two-Children-S.jpg
203,Egon-Schiele-The-Family-S,level_assets/Egon-Schiele-The-Family-S,1,aaaaa_Egon-Schiele-The-Family-S.jpg
204,Egon-Schiele-The-Self-Seers-II-Death-and-Man--S,level_assets/Egon-Schiele-The-Self-Seers-II-Death-and-Man--S,1,aaaaa_Egon-Schiele-The-Self-Seers-II-Death-and-Man--S.jpg
205,El-Greco-Domenikos-Theotokopoulos-Christ-Healing-the-Blind-M,level_assets/El-Greco-Domenikos-Theotokopoulos-Christ-Healing-the-Blind-M,1,aaaaa_El-Greco-Domenikos-Theotokopoulos-Christ-Healing-the-Blind-M.jpg
206,El-Greco-Domenikos-Theotokopoulos-Laocoon-S,level_assets/El-Greco-Domenikos-Theotokopoulos-Laocoon-S,1,aaaaa_El-Greco-Domenikos-Theotokopoulos-Laocoon-S.jpg
207,El-Greco-Domenikos-Theotokopoulos-The-Burial-of-the-Count-of,level_assets/El-Greco-Domenikos-Theotokopoulos-The-Burial-of-the-Count-of,1,aaaaa_El-Greco-Domenikos-Theotokopoulos-The-Burial-of-the-Count-of.jpg
208,El-Greco-Domenikos-Theotokopoulos-The-Crucifixion-S,level_assets/El-Greco-Domenikos-Theotokopoulos-The-Crucifixion-S,1,aaaaa_El-Greco-Domenikos-Theotokopoulos-The-Crucifixion-S.jpg
209,El-Greco-Domenikos-Theotokopoulos-View-of-Toledo-S,level_assets/El-Greco-Domenikos-Theotokopoulos-View-of-Toledo-S,1,aaaaa_El-Greco-Domenikos-Theotokopoulos-View-of-Toledo-S.jpg
210,Emile-Nolde-Flower-Garden-Girl-and-Washing--S,level_assets/Emile-Nolde-Flower-Garden-Girl-and-Washing--S,1,aaaaa_Emile-Nolde-Flower-Garden-Girl-and-Washing--S.jpg
211,Emile-Nolde-The-Mocking-of-Christ-S,level_assets/Emile-Nolde-The-Mocking-of-Christ-S,1,aaaaa_Emile-Nolde-The-Mocking-of-Christ-S.jpg
212,Ernst-Ludwig-Kirchner-Five-Women-on-the-Street-S,level_assets/Ernst-Ludwig-Kirchner-Five-Women-on-the-Street-S,1,aaaaa_Ernst-Ludwig-Kirchner-Five-Women-on-the-Street-S.jpg
213,Ernst-Ludwig-Kirchner-Portrait-of-Hans-Frisch-S,level_assets/Ernst-Ludwig-Kirchner-Portrait-of-Hans-Frisch-S,1,aaaaa_Ernst-Ludwig-Kirchner-Portrait-of-Hans-Frisch-S.jpg
214,Ernst-Ludwig-Kirchner-Self-Portrait-with-a-Model-S,level_assets/Ernst-Ludwig-Kirchner-Self-Portrait-with-a-Model-S,1,aaaaa_Ernst-Ludwig-Kirchner-Self-Portrait-with-a-Model-S.jpg
215,Ernst-Ludwig-Kirchner-Street-Scene-in-Berlin-S,level_assets/Ernst-Ludwig-Kirchner-Street-Scene-in-Berlin-S,1,aaaaa_Ernst-Ludwig-Kirchner-Street-Scene-in-Berlin-S.jpg
216,Ernst-Ludwig-Kirchner-The-Drinker-self-portrait--S,level_assets/Ernst-Ludwig-Kirchner-The-Drinker-self-portrait--S,1,aaaaa_Ernst-Ludwig-Kirchner-The-Drinker-self-portrait--S.jpg
217,Ernst-Ludwig-Kirchner-The-Judgement-of-Paris-S,level_assets/Ernst-Ludwig-Kirchner-The-Judgement-of-Paris-S,1,aaaaa_Ernst-Ludwig-Kirchner-The-Judgement-of-Paris-S.jpg
218,Ernst-Ludwig-Kirchner-The-Red-Tower-at-Halle-S,level_assets/Ernst-Ludwig-Kirchner-The-Red-Tower-at-Halle-S,1,aaaaa_Ernst-Ludwig-Kirchner-The-Red-Tower-at-Halle-S.jpg
219,Ernst-Ludwig-Kirchner-Women-in-the-street-S,level_assets/Ernst-Ludwig-Kirchner-Women-in-the-street-S,1,aaaaa_Ernst-Ludwig-Kirchner-Women-in-the-street-S.jpg
220,Eugene-Delacroix-Arab-Horses-Fighting-in-a-Stable-S,level_assets/Eugene-Delacroix-Arab-Horses-Fighting-in-a-Stable-S,1,aaaaa_Eugene-Delacroix-Arab-Horses-Fighting-in-a-Stable-S.jpg
221,Fernand-Edmond-Jean-Marie-Khnopff-The-Caress-S,level_assets/Fernand-Edmond-Jean-Marie-Khnopff-The-Caress-S,1,aaaaa_Fernand-Edmond-Jean-Marie-Khnopff-The-Caress-S.jpg
222,Fernand-Leger-Nudes-in-the-Forest-S,level_assets/Fernand-Leger-Nudes-in-the-Forest-S,1,aaaaa_Fernand-Leger-Nudes-in-the-Forest-S.jpg
223,Fernand-Leger-The-Great-Parade-S,level_assets/Fernand-Leger-The-Great-Parade-S,1,aaaaa_Fernand-Leger-The-Great-Parade-S.jpg
224,Fernand-Leger-The-wedding-S,level_assets/Fernand-Leger-The-wedding-S,1,aaaaa_Fernand-Leger-The-wedding-S.jpg
225,Fernand-Leger-Three-Women-S,level_assets/Fernand-Leger-Three-Women-S,1,aaaaa_Fernand-Leger-Three-Women-S.jpg
226,Francis+Bacon-painting+1946-S,level_assets/Francis+Bacon-painting+1946-S,1,aaaaa_Francis+Bacon-painting+1946-S.jpg
227,Francis+Bacon-Three+Studies+for+Figures+at+the+Base+of+a+Cru,level_assets/Francis+Bacon-Three+Studies+for+Figures+at+the+Base+of+a+Cru,1,aaaaa_Francis+Bacon-Three+Studies+for+Figures+at+the+Base+of+a+Cru.jpg
228,Francis-Bacon-Dog-S,level_assets/Francis-Bacon-Dog-S,1,aaaaa_Francis-Bacon-Dog-S.jpg
229,Francis-Bacon-study-after-velazquez-s-portrait-of-pope-innoc,level_assets/Francis-Bacon-study-after-velazquez-s-portrait-of-pope-innoc,1,aaaaa_Francis-Bacon-study-after-velazquez-s-portrait-of-pope-innoc.jpg
230,Francis-Bacon-Three-Studies-for-a-Portrait-of-John-Edwards-S,level_assets/Francis-Bacon-Three-Studies-for-a-Portrait-of-John-Edwards-S,1,aaaaa_Francis-Bacon-Three-Studies-for-a-Portrait-of-John-Edwards-S.jpg
231,Francis-Bacon-Three-Studies-of-Lucian-Freud-center-S,level_assets/Francis-Bacon-Three-Studies-of-Lucian-Freud-center-S,1,aaaaa_Francis-Bacon-Three-Studies-of-Lucian-Freud-center-S.jpg
232,Francis-Bacon-Three-Studies-of-Lucian-Freud-left-S,level_assets/Francis-Bacon-Three-Studies-of-Lucian-Freud-left-S,1,aaaaa_Francis-Bacon-Three-Studies-of-Lucian-Freud-left-S.jpg
233,Francis-Bacon-Three-Studies-of-Lucian-Freud-right-S,level_assets/Francis-Bacon-Three-Studies-of-Lucian-Freud-right-S,1,aaaaa_Francis-Bacon-Three-Studies-of-Lucian-Freud-right-S.jpg
234,Francisco+De+Goya-Saturn+Devouring+His+Son-S,level_assets/Francisco+De+Goya-Saturn+Devouring+His+Son-S,1,aaaaa_Francisco+De+Goya-Saturn+Devouring+His+Son-S.jpg
235,Francisco-De-Goya-Asmodea-S,level_assets/Francisco-De-Goya-Asmodea-S,1,aaaaa_Francisco-De-Goya-Asmodea-S.jpg
236,Francisco-De-Goya-Saturn-Devouring-His-Son-S,level_assets/Francisco-De-Goya-Saturn-Devouring-His-Son-S,1,aaaaa_Francisco-De-Goya-Saturn-Devouring-His-Son-S.jpg
237,Francisco-De-Goya-The-Colossus-S,level_assets/Francisco-De-Goya-The-Colossus-S,1,aaaaa_Francisco-De-Goya-The-Colossus-S.jpg
238,Francisco-De-Goya-The-Naked-Maja-S,level_assets/Francisco-De-Goya-The-Naked-Maja-S,1,aaaaa_Francisco-De-Goya-The-Naked-Maja-S.jpg
239,Francisco-De-Goya-The-Third-of-May-1808-Execution-of-the-Def,level_assets/Francisco-De-Goya-The-Third-of-May-1808-Execution-of-the-Def,1,aaaaa_Francisco-De-Goya-The-Third-of-May-1808-Execution-of-the-Def.jpg
240,Francisco-De-Goya-Witches-sabbath-S,level_assets/Francisco-De-Goya-Witches-sabbath-S,1,aaaaa_Francisco-De-Goya-Witches-sabbath-S.jpg
241,Francisco-Zurbaran-Still-Life-with-Lemons-Oranges-and-Rose-S,level_assets/Francisco-Zurbaran-Still-Life-with-Lemons-Oranges-and-Rose-S,1,aaaaa_Francisco-Zurbaran-Still-Life-with-Lemons-Oranges-and-Rose-S.jpg
242,Frank-Weston-Benson-Sunlight-S,level_assets/Frank-Weston-Benson-Sunlight-S,1,aaaaa_Frank-Weston-Benson-Sunlight-S.jpg
243,Frans-Snyders-Grapes-in-a-basket-and-roses-in-a-vase-S,level_assets/Frans-Snyders-Grapes-in-a-basket-and-roses-in-a-vase-S,1,aaaaa_Frans-Snyders-Grapes-in-a-basket-and-roses-in-a-vase-S.jpg
244,Franz-Marc-Grazing-Horses-IV-also-known-as-The-Red-Horses--S,level_assets/Franz-Marc-Grazing-Horses-IV-also-known-as-The-Red-Horses--S,1,aaaaa_Franz-Marc-Grazing-Horses-IV-also-known-as-The-Red-Horses--S.jpg
245,Franz-Marc-The-Large-Blue-Horses-S,level_assets/Franz-Marc-The-Large-Blue-Horses-S,1,aaaaa_Franz-Marc-The-Large-Blue-Horses-S.jpg
246,Franz-Marc-Tiger-S,level_assets/Franz-Marc-Tiger-S,1,aaaaa_Franz-Marc-Tiger-S.jpg
247,Franz-Marc-Tyrol-S,level_assets/Franz-Marc-Tyrol-S,1,aaaaa_Franz-Marc-Tyrol-S.jpg
248,Franz-Xaver-Winterhalter-Florinda-S,level_assets/Franz-Xaver-Winterhalter-Florinda-S,1,aaaaa_Franz-Xaver-Winterhalter-Florinda-S.jpg
249,Frederic-Edwin-Church-Twilight-in-the-Wilderness-S,level_assets/Frederic-Edwin-Church-Twilight-in-the-Wilderness-S,1,aaaaa_Frederic-Edwin-Church-Twilight-in-the-Wilderness-S.jpg
250,Frederick-Childe-Hassam-Sunset-at-Sea-S,level_assets/Frederick-Childe-Hassam-Sunset-at-Sea-S,1,aaaaa_Frederick-Childe-Hassam-Sunset-at-Sea-S.jpg
251,Frederick-Childe-Hassam-The-Avenue-in-the-Rain-S,level_assets/Frederick-Childe-Hassam-The-Avenue-in-the-Rain-S,1,aaaaa_Frederick-Childe-Hassam-The-Avenue-in-the-Rain-S.jpg
252,Frida-Kahlo-Frida-y-Diego-Rivera-S,level_assets/Frida-Kahlo-Frida-y-Diego-Rivera-S,1,aaaaa_Frida-Kahlo-Frida-y-Diego-Rivera-S.jpg
253,Frida-Kahlo-My-Dress-Hangs-There-S,level_assets/Frida-Kahlo-My-Dress-Hangs-There-S,1,aaaaa_Frida-Kahlo-My-Dress-Hangs-There-S.jpg
254,Frida-Kahlo-Self-Portrait-with-Monkeys-S,level_assets/Frida-Kahlo-Self-Portrait-with-Monkeys-S,1,aaaaa_Frida-Kahlo-Self-Portrait-with-Monkeys-S.jpg
255,Frida-Kahlo-The-Love-Embrace-of-the-Universe-The-earth-Mexic,level_assets/Frida-Kahlo-The-Love-Embrace-of-the-Universe-The-earth-Mexic,1,aaaaa_Frida-Kahlo-The-Love-Embrace-of-the-Universe-The-earth-Mexic.jpg
256,Frida-Kahlo-The-Suicide-of-Dorothy-Hale-S,level_assets/Frida-Kahlo-The-Suicide-of-Dorothy-Hale-S,1,aaaaa_Frida-Kahlo-The-Suicide-of-Dorothy-Hale-S.jpg
257,Frida-Kahlo-Tree-of-Hope-S,level_assets/Frida-Kahlo-Tree-of-Hope-S,1,aaaaa_Frida-Kahlo-Tree-of-Hope-S.jpg
258,FridaKahlo-Self-PortraitwithCroppedHair-S,level_assets/FridaKahlo-Self-PortraitwithCroppedHair-S,1,aaaaa_FridaKahlo-Self-PortraitwithCroppedHair-S.jpg
259,Geertgen-Tot-Sint-Jans-John-the-Baptist-in-the-Wilderness-S,level_assets/Geertgen-Tot-Sint-Jans-John-the-Baptist-in-the-Wilderness-S,1,aaaaa_Geertgen-Tot-Sint-Jans-John-the-Baptist-in-the-Wilderness-S.jpg
260,Gentile-Bellini-Miracle-of-the-Cross-at-the-Bridge-of-S+-Lor,level_assets/Gentile-Bellini-Miracle-of-the-Cross-at-the-Bridge-of-S+-Lor,1,aaaaa_Gentile-Bellini-Miracle-of-the-Cross-at-the-Bridge-of-S+-Lor.jpg
261,George-Grosz-Cain-or-Hitler-in-Hell-S,level_assets/George-Grosz-Cain-or-Hitler-in-Hell-S,1,aaaaa_George-Grosz-Cain-or-Hitler-in-Hell-S.jpg
262,George-Grosz-The-Agitator-S,level_assets/George-Grosz-The-Agitator-S,1,aaaaa_George-Grosz-The-Agitator-S.jpg
263,George-Grosz-The-City-S,level_assets/George-Grosz-The-City-S,1,aaaaa_George-Grosz-The-City-S.jpg
264,George-Grosz-The-Eclipse-of-the-Sun-S,level_assets/George-Grosz-The-Eclipse-of-the-Sun-S,1,aaaaa_George-Grosz-The-Eclipse-of-the-Sun-S.jpg
265,George-Grosz-The-Pillars-of-Society-S,level_assets/George-Grosz-The-Pillars-of-Society-S,1,aaaaa_George-Grosz-The-Pillars-of-Society-S.jpg
266,George-Grosz-The-Pit-S,level_assets/George-Grosz-The-Pit-S,1,aaaaa_George-Grosz-The-Pit-S.jpg
267,George-Stubbs-A-Bay-Hunter-With-Two-Spaniels-S,level_assets/George-Stubbs-A-Bay-Hunter-With-Two-Spaniels-S,1,aaaaa_George-Stubbs-A-Bay-Hunter-With-Two-Spaniels-S.jpg
268,George-Stubbs-Lion-Attacking-a-Horse-S,level_assets/George-Stubbs-Lion-Attacking-a-Horse-S,1,aaaaa_George-Stubbs-Lion-Attacking-a-Horse-S.jpg
269,George-Stubbs-The-Grosvenor-Hunt-S,level_assets/George-Stubbs-The-Grosvenor-Hunt-S,1,aaaaa_George-Stubbs-The-Grosvenor-Hunt-S.jpg
270,George-Wesley-Bellows-Men-of-the-Docks-S,level_assets/George-Wesley-Bellows-Men-of-the-Docks-S,1,aaaaa_George-Wesley-Bellows-Men-of-the-Docks-S.jpg
271,Georges-Braque-Harbor-in-Normandy-S,level_assets/Georges-Braque-Harbor-in-Normandy-S,1,aaaaa_Georges-Braque-Harbor-in-Normandy-S.jpg
272,Georges-Braque-Mandola-S,level_assets/Georges-Braque-Mandola-S,1,aaaaa_Georges-Braque-Mandola-S.jpg
273,Georges-Braque-The-Musician-S,level_assets/Georges-Braque-The-Musician-S,1,aaaaa_Georges-Braque-The-Musician-S.jpg
274,Georges-Braque-Violin-and-Palette-S,level_assets/Georges-Braque-Violin-and-Palette-S,1,aaaaa_Georges-Braque-Violin-and-Palette-S.jpg
275,Georges-Braque-Woman-Reading-S,level_assets/Georges-Braque-Woman-Reading-S,1,aaaaa_Georges-Braque-Woman-Reading-S.jpg
